Material_Thermal_Conductivity,Surface_Area,Contact_Pressure,Heat_Source_Power,Cooling_Method,Time,Operating_Temperature,Assembly_Type,Thickness,Ambient_Temperature,Heat_Loss
159.1027,345.2728,2.054,289.2867,Fan,58.1313,45.728,TypeB,4.6832,30.6587,10275437.5841
136.9712,129.8429,2.0102,788.827,Fan,27.7201,41.4104,TypeA,3.6027,29.9251,1571652.4145
310.3812,295.2621,4.9034,327.7237,Water,56.7972,127.5099,TypeC,8.2808,27.0923,63120085.7655
61.7364,493.1014,4.3544,879.0061,Fan,40.9324,92.4861,TypeB,8.2033,28.7273,9684925.5497
249.4614,471.8246,3.6553,192.5583,Air,18.7936,54.3969,TypeC,5.1132,15.3671,16884859.8602
316.8605,69.4282,3.7718,213.3597,Fan,12.1098,65.9123,TypeA,6.4586,21.2356,1842823.2304
356.868,124.1667,3.0293,981.2364,Passive,18.9204,142.5754,TypeC,6.4383,27.7564,14951529.0994
169.7286,109.2779,4.7619,706.455,Fan,6.488,134.5453,TypeA,8.4444,15.1869,1700914.1814
337.4401,376.691,2.7332,862.1985,Water,9.4882,118.0764,TypeA,4.825,15.6595,25600006.4231
88.7211,418.0034,2.2123,391.8964,Water,7.175,93.0448,TypeA,3.479,32.0378,4666098.2371
346.2583,146.0801,1.2337,708.8354,Air,25.9537,97.2356,TypeA,3.3853,28.6805,26584784.1018
94.621,277.6337,4.0379,634.8176,Water,47.9391,147.2769,TypeC,5.8257,20.3074,27447379.2916
189.0506,428.3164,3.805,642.8351,Fan,9.3416,146.2347,TypeA,5.0423,28.7593,17623099.0486
329.0534,379.7607,2.2296,714.2792,Passive,8.6889,63.6796,TypeA,4.9611,30.8491,7185230.6972
102.4711,294.0067,0.6134,617.8233,Water,38.9623,129.2215,TypeC,1.8202,21.1359,69703075.2755
130.238,315.6565,4.2755,486.1561,Air,12.6338,61.6967,TypeB,7.4674,15.7207,3197777.3442
302.7884,278.7622,0.5514,348.3304,Fan,6.759,63.4891,TypeC,2.9236,33.6556,5821592.6882
302.0128,183.8968,3.6666,791.7232,Air,10.8441,114.3702,TypeC,2.7726,21.9036,20085872.6901
274.4017,304.2599,4.8662,303.6452,Water,55.5002,84.5501,TypeC,4.7148,17.1296,66260507.5307
292.882,359.9984,2.4695,723.1189,Water,49.4668,142.4699,TypeA,3.05,24.8371,201157238.1429
239.9536,442.9953,1.5574,309.9995,Air,21.8898,49.7911,TypeA,6.2547,30.3694,7225184.4658
138.1297,336.3311,3.6719,662.7972,Fan,39.6934,96.2678,TypeA,4.3432,19.4329,32622789.8645
170.9936,392.5047,4.1771,772.3704,Water,32.6993,141.0374,TypeB,5.0402,20.3898,52533228.2977
113.5592,122.0322,2.9589,296.8425,Passive,40.9503,139.4525,TypeA,5.8345,19.8543,11632547.9694
367.9577,257.7009,4.8517,153.949,Water,41.2776,57.2182,TypeB,2.8318,34.8335,30939762.0951
254.1871,54.1992,0.7325,217.8764,Fan,38.0953,80.3301,TypeA,2.4018,18.9481,13412878.0173
190.298,161.0055,2.7716,645.3973,Water,16.7,108.1034,TypeC,8.9238,26.5104,4678369.0753
211.702,376.9078,3.733,864.5018,Air,3.3014,57.5334,TypeA,4.9035,33.5053,1290837.2341
381.5492,496.3145,4.3819,140.4971,Water,27.8784,146.4824,TypeB,4.7088,17.9379,144118127.3705
103.673,94.6301,1.3067,760.7361,Water,53.5675,140.6224,TypeB,1.3205,34.4171,42267263.1549
255.1804,230.6724,4.1,407.1868,Fan,34.6003,58.3645,TypeA,5.4818,33.9495,9071024.804
227.061,410.0319,2.9872,530.6755,Air,50.1111,53.3271,TypeC,5.9875,32.6914,16079324.7661
264.009,141.816,2.2845,935.9736,Fan,59.5058,49.3949,TypeA,6.0296,19.2911,11123362.2207
56.3386,299.7882,1.0927,398.7744,Water,10.6534,140.0388,TypeA,7.3633,27.6811,2745611.9993
355.2434,379.8821,4.3938,518.8032,Passive,41.8149,61.2986,TypeA,2.5973,30.2178,67526771.1189
376.2414,327.1935,1.2077,112.3142,Water,40.7833,85.7913,TypeC,3.27,34.7206,78411122.5008
247.7966,134.6111,1.894,173.4388,Fan,58.8174,89.3737,TypeB,8.2966,18.6085,16734071.6971
293.8278,209.9231,1.8052,332.7324,Passive,59.1504,105.8912,TypeC,9.5245,30.3205,28948232.982
372.8748,402.7063,4.4214,125.067,Fan,41.514,47.8909,TypeB,2.2234,21.776,73217821.7032
297.5335,299.4019,3.5272,668.2378,Fan,15.3733,64.9434,TypeB,5.4788,18.5125,11605909.5131
103.3887,52.3533,4.0851,483.7585,Air,48.1148,142.4639,TypeB,2.9276,23.4275,10589217.4577
251.7009,392.4458,1.6271,593.3307,Passive,7.3147,139.9251,TypeC,1.5407,30.8767,51140172.4589
262.3503,65.8901,3.3119,257.1825,Water,47.0613,125.942,TypeA,3.9295,24.297,21043325.7777
198.4457,385.5802,3.0729,366.3388,Fan,54.7016,42.1341,TypeA,2.2932,25.7505,29903625.8184
307.7555,141.1163,4.2477,697.442,Water,23.5872,75.9707,TypeA,7.3894,34.9032,5693095.6847
377.0285,481.1331,4.5774,968.7725,Air,38.2075,109.0755,TypeA,5.8035,22.9822,102817586.1568
373.949,215.5733,0.5547,145.3751,Air,26.3784,70.2709,TypeA,2.2945,27.308,39816338.718
207.7938,197.1192,3.5331,901.3459,Passive,26.8281,140.0545,TypeC,1.0832,22.3049,119454418.5808
89.6333,116.9996,0.7333,619.1931,Air,19.3119,109.7278,TypeC,8.2734,22.8557,2126547.3879
394.6944,187.5219,2.9699,607.5276,Air,45.9656,47.9097,TypeC,2.5857,28.9128,24994847.6459
343.6143,444.4928,1.7943,550.2507,Water,56.2344,139.9906,TypeC,6.4559,33.7577,141331923.0183
93.6319,498.3505,1.8805,162.4547,Air,56.5043,145.3543,TypeC,4.0323,25.8472,78141385.2031
372.2947,215.7393,2.0883,180.8892,Air,11.3121,48.5484,TypeC,6.2694,30.368,2634734.2025
354.4637,251.8748,3.2958,640.8208,Fan,52.6099,98.5596,TypeC,3.8409,16.7841,100003262.6789
231.5933,374.9319,2.0032,406.8627,Air,44.5085,73.3701,TypeA,1.7825,19.2232,117399271.2416
256.9464,448.7881,3.7971,925.5413,Fan,15.9174,83.2123,TypeB,3.0066,25.0426,35512166.727
189.6509,316.87,2.3204,465.9315,Air,4.9698,59.7616,TypeC,2.6925,15.4002,4920672.6598
69.1666,226.1866,0.8076,228.9533,Air,16.8118,103.5879,TypeB,4.8522,20.0571,4527781.5165
167.319,235.6798,4.0269,743.247,Passive,54.8203,145.3777,TypeC,6.9246,25.348,37471670.8291
330.9987,363.0282,1.7859,364.0181,Passive,38.3575,95.338,TypeC,3.3743,15.2992,109328608.5873
51.6212,51.4482,2.4475,572.9233,Fan,43.5422,49.1206,TypeA,1.1086,20.2909,3007280.2223
166.7247,328.8152,3.5845,728.0495,Air,16.172,108.2001,TypeB,5.6704,25.2806,12964582.6692
189.359,209.9719,1.9961,910.2377,Water,43.4439,77.4245,TypeA,6.4518,26.463,13643859.5849
238.0885,407.3888,0.7546,812.9721,Passive,2.6592,134.1518,TypeA,9.6658,33.515,2685452.7798
371.9495,91.8458,2.1826,708.725,Water,23.144,87.8146,TypeB,6.3052,27.9069,7512171.266
171.2211,314.691,4.75,711.6699,Passive,37.9784,61.2124,TypeA,5.2406,23.2947,14806051.0777
171.4336,266.4378,3.3878,951.3322,Passive,9.6197,61.0216,TypeC,6.1606,33.607,1955294.6616
308.1254,339.0465,3.5217,366.2417,Air,49.5572,124.5641,TypeC,9.3511,30.6977,51968596.3796
208.2763,79.1841,3.3453,101.0009,Passive,14.8668,69.2146,TypeC,8.4554,19.0002,1456094.1531
128.6117,310.9927,1.3955,344.7591,Water,39.4846,124.3957,TypeC,3.9068,17.6168,43164098.9993
208.3538,302.6681,2.3825,296.1022,Passive,24.9066,62.6476,TypeC,3.1353,28.5162,17098480.6878
99.3,302.297,3.8792,695.6511,Fan,36.1666,75.3855,TypeA,3.3637,26.1977,15875627.9291
111.7354,321.5694,0.9562,670.3404,Air,7.3396,91.2036,TypeA,5.5398,30.7935,2875764.8034
224.4287,354.4106,1.7503,634.1152,Air,1.9979,143.7515,TypeC,7.6964,29.7761,2353327.3247
196.6239,412.245,1.7434,114.6191,Fan,54.6643,142.4905,TypeC,5.529,27.5042,92149928.7397
370.1961,171.4193,2.4441,755.9002,Fan,16.9082,62.7559,TypeA,1.6102,34.7276,18676946.1986
176.8379,421.2722,4.9117,391.1774,Fan,49.3609,79.4041,TypeB,7.5122,25.6718,26302044.5053
253.2059,274.2151,0.8038,698.5504,Passive,59.9617,56.4339,TypeA,8.2537,17.2621,19758955.0581
271.2925,84.6762,2.8342,600.9206,Air,13.4744,96.0984,TypeA,3.6055,31.5655,5540184.9788
54.5831,76.3479,1.3071,408.4578,Fan,16.6451,90.6641,TypeA,6.9771,20.0371,702162.3094
282.2381,200.4072,4.868,221.1186,Passive,40.1087,139.0836,TypeA,4.8393,30.546,50882121.9231
112.3126,403.2036,1.0099,184.977,Fan,57.9615,142.3006,TypeA,9.0021,34.1421,31536197.0776
386.3746,368.4564,2.3162,848.3665,Water,55.033,82.1924,TypeB,8.607,28.9359,48477328.5877
102.032,404.8767,3.8205,926.5578,Water,30.6697,94.0912,TypeC,5.7289,26.9206,14855138.2578
195.1184,282.7711,3.6705,684.8092,Air,47.9115,138.586,TypeC,7.2235,24.2077,41857084.5529
79.8724,248.0895,2.4023,193.0907,Passive,9.009,128.7379,TypeB,8.9501,22.2882,2123235.9509
398.906,116.3536,2.0594,461.8245,Water,58.6689,40.4022,TypeC,5.4615,22.0601,9145247.3881
225.7683,197.6867,2.2893,756.0453,Water,57.8968,75.2066,TypeC,3.8193,27.7275,32122821.1967
258.3848,245.3087,1.6892,801.8388,Passive,10.66,86.3952,TypeC,7.783,30.0255,4893682.7417
73.4768,89.8702,1.424,206.3968,Fan,18.666,65.2688,TypeB,2.9806,28.5703,1517615.7323
312.4862,149.2754,2.6737,100.0276,Passive,6.9091,61.9529,TypeB,4.4968,18.9682,3080710.528
123.467,319.2014,1.7084,740.9233,Fan,17.0313,44.1563,TypeC,8.7915,24.8797,1471739.4706
364.319,381.0484,1.7936,420.9366,Water,49.1414,110.7707,TypeC,7.5198,30.8328,72519689.0993
121.7989,499.2564,3.4554,329.0332,Water,23.3206,68.8761,TypeC,4.6343,24.5141,13574808.1345
116.7407,469.901,4.8584,111.6077,Water,6.2154,45.7582,TypeA,2.9327,25.7325,2328186.7455
62.7924,339.1543,3.2164,586.2695,Air,21.1913,65.4077,TypeA,4.2037,30.4227,3755884.0249
215.2234,239.5616,0.8464,866.0357,Air,58.9016,128.2105,TypeA,3.5569,28.2253,85368539.0545
247.6944,336.2798,0.8401,961.8685,Air,38.1513,133.6638,TypeB,2.5848,23.1869,135822225.9842
72.998,403.5432,4.7814,609.1705,Passive,25.5535,93.1373,TypeC,7.69,32.9083,5895636.5215
321.4347,103.2513,1.8378,563.0152,Water,10.8258,85.7678,TypeB,3.2686,18.2513,7421580.9844
208.6511,234.4572,0.9143,176.5507,Water,59.1844,147.5639,TypeB,5.0875,34.9103,64110941.4573
233.5366,427.911,3.1957,593.9855,Passive,49.4301,62.0621,TypeB,4.4727,17.3771,49350537.34
204.267,222.7248,3.3064,441.9812,Air,17.6072,63.6895,TypeC,9.8387,15.299,3939848.0892
190.2671,307.3425,3.4183,646.4218,Passive,5.1341,72.1054,TypeA,4.5198,32.8004,2610833.7892
245.8741,314.4962,1.7033,449.8537,Air,4.3409,59.0033,TypeC,1.7198,19.8991,7632264.7631
104.3341,133.0143,0.568,316.2692,Water,8.1023,81.7302,TypeC,1.8084,29.594,3241737.1841
113.6748,213.0059,4.8426,185.4687,Fan,35.2653,140.1918,TypeB,6.3168,31.2203,14730558.6267
351.625,200.5301,1.629,383.4266,Air,55.797,107.6883,TypeB,6.3943,32.1797,46459397.6361
381.1404,61.7885,3.5421,186.9804,Water,30.3079,85.3141,TypeB,4.7688,34.8319,7555751.1787
180.6583,60.8863,3.6798,259.2073,Water,50.7338,142.7852,TypeA,4.8866,20.8808,13921546.6025
144.7606,424.2637,3.245,988.6025,Fan,27.3073,45.3311,TypeA,1.4854,29.2049,18207638.9648
275.3998,172.8819,1.9081,499.6932,Water,42.8064,63.1304,TypeA,5.6489,17.308,16532395.9559
193.057,283.1354,1.7199,578.6846,Water,44.1805,102.2477,TypeC,5.5427,23.1362,34468993.1617
58.8852,184.4265,3.1895,886.2567,Air,11.2639,107.7108,TypeB,2.3459,31.9594,3950021.263
104.6534,473.3057,4.3974,996.012,Air,22.3117,44.3513,TypeC,1.9346,22.3532,12566713.8871
300.5903,166.6835,4.7603,624.443,Fan,38.6008,84.3343,TypeA,2.1122,26.8219,52661149.0888
280.6234,243.3456,0.9766,831.2264,Fan,5.1711,111.4069,TypeB,1.9093,25.0755,15967058.9156
59.4836,442.7286,1.1967,394.2469,Water,22.3309,116.7878,TypeA,6.4874,27.919,8056004.2889
127.6903,428.8701,4.7513,375.1696,Air,32.5532,110.1954,TypeB,2.7683,34.4579,48772517.7704
130.8762,133.7456,3.8144,462.4333,Fan,59.7772,75.262,TypeB,3.2629,16.1147,18967360.9616
285.1625,411.1895,4.4735,705.2565,Fan,28.9975,50.2872,TypeC,2.5621,26.4792,31595252.0384
56.8987,256.1841,1.4118,713.9725,Passive,49.1473,86.9824,TypeC,9.6205,32.2606,4074899.5773
86.438,267.336,3.1441,383.7155,Fan,26.492,54.163,TypeA,8.6916,24.6277,2080264.4955
329.9706,110.066,3.6551,219.8889,Water,47.9871,144.2386,TypeC,3.0745,16.5705,72370376.6568
112.4906,86.2707,3.5605,669.1566,Air,36.1295,92.2688,TypeC,3.9481,26.2108,5866496.0547
278.4611,377.5727,2.3367,215.4933,Fan,53.3091,74.8985,TypeC,2.889,21.6415,103322671.65
133.364,273.4075,0.5693,620.6433,Passive,25.2456,124.2934,TypeB,5.4269,18.0988,18012970.9177
84.8045,246.5828,3.1232,724.0799,Air,36.654,94.7743,TypeC,1.1765,31.9807,40909719.7021
135.1103,378.2787,1.639,730.5503,Fan,38.1711,74.1037,TypeA,7.0423,25.432,13483325.3835
302.7934,394.4808,2.5261,778.1249,Passive,25.6256,129.3165,TypeB,5.7084,33.6655,51288669.7334
349.4938,121.5087,4.8091,885.5735,Fan,9.5144,135.3867,TypeB,9.0878,31.1203,4635684.5392
340.577,324.6013,2.2957,549.9631,Air,6.52,114.0309,TypeC,2.4795,28.8594,24759584.3351
189.0142,110.9093,4.2791,757.2243,Air,1.9836,45.1661,TypeB,8.237,15.1005,151780.9636
283.8298,388.1188,1.3484,657.2555,Air,52.5385,102.2955,TypeA,8.1276,23.5565,56069658.8442
121.7445,345.6298,3.5261,267.9759,Water,14.952,123.9624,TypeA,2.1446,18.9497,30807420.8941
152.6017,480.4766,4.8965,123.1207,Fan,13.4789,55.0153,TypeB,4.587,33.216,4696776.2652
363.7175,81.0311,0.9585,356.0872,Water,44.4261,65.1538,TypeC,2.5314,18.4917,24135573.675
54.5507,75.6746,0.5374,498.7303,Air,19.881,137.0745,TypeC,3.2925,20.7212,2900291.2263
79.928,176.9842,2.4511,655.3953,Passive,30.8566,42.2134,TypeB,3.3692,25.3367,2186463.6027
122.7602,167.7676,0.9168,864.9634,Fan,10.5882,122.8,TypeA,6.0061,20.2673,3722696.6646
59.2863,161.1405,3.8677,276.6211,Water,57.625,92.1151,TypeB,4.7027,19.1973,8536036.7278
113.5024,457.8146,4.6155,212.9948,Fan,51.2433,89.1449,TypeC,9.5296,26.982,17369542.0457
254.0645,162.2958,2.4531,967.132,Passive,51.9636,40.7806,TypeC,2.1373,16.7786,24062039.964
197.4986,172.3774,1.6642,197.2401,Water,24.9997,130.1338,TypeB,9.7632,16.1634,9935255.2901
362.4351,391.7292,2.4548,530.642,Air,45.9793,79.5807,TypeA,3.0757,22.4449,121267071.8375
336.1052,252.3829,3.7555,627.0074,Water,9.4887,99.4842,TypeB,7.9559,29.4133,7089086.1452
169.6361,399.5198,0.5407,587.237,Fan,1.5085,114.5031,TypeA,4.0507,26.0961,2231302.6176
140.7982,79.4148,3.1525,177.4289,Fan,2.1784,117.2893,TypeA,2.2877,23.4575,999049.8362
182.8923,269.407,3.2598,151.3242,Fan,35.6095,145.1578,TypeB,8.721,26.315,23909845.0692
256.6032,65.1261,3.3696,194.9351,Fan,27.8683,98.4474,TypeB,3.7797,22.309,9381537.7892
143.8223,78.1939,1.5891,627.0289,Air,31.5629,83.9692,TypeA,6.9297,33.7229,2573745.8362
268.4521,457.8969,3.7132,589.9104,Water,1.4403,144.9074,TypeA,6.098,16.0981,3739790.4627
193.2941,112.6604,0.9113,310.3667,Air,25.9385,110.6321,TypeA,5.2458,28.4678,8847206.7297
243.2165,289.5893,1.3967,673.9967,Air,43.366,72.7965,TypeA,5.4624,32.8257,22350346.0776
202.6443,234.993,4.4486,838.0608,Air,27.1189,53.9111,TypeC,7.5901,31.0777,3884941.4208
153.063,206.3045,3.8243,137.4211,Fan,44.2009,132.681,TypeB,1.79,18.6808,88891987.572
381.9587,454.925,0.5619,548.3169,Fan,14.7481,79.84,TypeA,7.0136,20.9185,21529060.8301
317.262,59.8205,1.6177,720.3794,Fan,48.9754,112.6517,TypeB,9.0623,29.341,8544928.5687
99.0396,348.7054,1.4648,327.0807,Water,35.7174,91.7898,TypeA,1.5201,16.6854,60945354.8336
353.9638,483.5275,1.7186,376.9938,Passive,13.435,61.8823,TypeB,2.2659,31.2372,31098396.9064
220.6009,302.0757,1.614,652.2741,Fan,14.9665,106.1855,TypeB,7.4497,29.3781,10282710.3043
363.0933,471.5701,0.7814,908.1418,Water,38.0538,46.6751,TypeA,4.9355,29.5921,22552542.6015
329.9493,73.516,2.5652,828.932,Fan,49.9664,85.4677,TypeA,4.6319,17.0048,17914440.8516
198.8247,238.457,3.7973,624.8172,Fan,25.522,100.1276,TypeB,2.2327,29.3552,38355589.9524
57.8643,167.071,3.2303,757.1995,Air,16.2397,87.9652,TypeB,5.5609,28.5964,1676111.722
144.0371,378.8694,3.5279,428.3402,Air,52.1537,122.3539,TypeB,2.1389,31.6184,120735720.9666
239.572,491.5837,0.8652,676.869,Air,40.4868,131.0717,TypeC,5.2896,15.8319,103878734.1722
271.7174,165.4385,4.7817,519.5634,Water,27.437,124.8367,TypeA,7.8725,15.4622,17135392.9707
140.2607,344.3786,4.2732,270.9425,Passive,29.7861,44.2694,TypeC,3.3244,22.4601,9438745.0227
98.7746,139.1439,4.1229,731.5644,Passive,13.0511,61.3542,TypeC,5.3271,17.9758,1460626.7448
342.2256,304.3986,4.2034,600.8182,Water,37.9814,99.0268,TypeA,9.9281,26.1677,29036466.989
394.5408,258.7696,4.6972,422.7594,Fan,22.1658,142.8304,TypeA,7.1799,33.347,34507894.8545
233.9916,487.4024,2.9491,920.2053,Water,59.7431,131.8452,TypeC,8.5722,22.8296,86650692.6419
110.0878,323.8373,1.4013,118.8407,Fan,29.3308,132.6788,TypeA,4.7336,31.899,22262396.1817
145.3076,207.2779,3.2755,384.1958,Water,29.6673,73.3529,TypeB,7.9107,15.0048,6590694.1288
56.4367,101.3431,3.843,151.1933,Water,34.3853,87.2393,TypeB,1.3646,18.3703,9925377.2827
370.0046,118.0611,3.8206,789.8746,Water,55.0886,91.7777,TypeC,2.1062,15.6085,87027292.0199
91.2129,151.3926,2.8465,731.8967,Passive,48.2483,57.3109,TypeC,2.8276,21.5629,8423192.0636
251.7808,162.935,0.8081,398.217,Air,27.6167,43.4175,TypeA,4.6176,33.1638,2515782.3951
145.9193,432.7772,2.17,708.0966,Water,43.4033,144.1593,TypeA,8.6117,16.939,40491828.0736
243.9623,302.5503,4.6434,456.3435,Passive,35.5879,66.4784,TypeC,4.1164,27.1282,25110308.1912
277.9971,285.5259,3.13,780.6284,Air,30.0497,66.3944,TypeC,6.8916,24.0299,14662497.0578
340.4096,101.646,2.9225,508.7653,Air,12.3466,49.1717,TypeB,7.3838,33.7694,891138.3294
122.2474,437.0629,1.7098,471.0518,Water,28.3722,142.1359,TypeB,6.2756,17.4504,30118773.5808
53.8485,375.2664,2.158,941.2569,Fan,15.5033,103.7711,TypeA,4.2152,19.2406,6282502.8521
97.91,80.4508,4.5291,325.7912,Fan,54.9757,113.3741,TypeB,6.1935,15.5908,6836860.7327
365.0065,368.5258,3.4991,208.4026,Fan,20.789,140.2735,TypeA,4.0804,23.6787,79905843.101
355.8615,294.5922,4.0432,626.0888,Water,57.1836,78.0182,TypeA,1.7549,20.5567,196290068.4806
259.0946,86.7764,2.5446,972.3896,Fan,32.4503,108.3658,TypeA,9.9352,32.3981,5578675.1211
260.1809,256.2353,3.3361,440.0553,Passive,38.2611,44.2679,TypeB,2.1446,27.0988,20420814.091
282.7628,268.1133,1.6177,155.8331,Passive,33.0335,60.545,TypeC,1.6511,27.2818,50452869.5594
111.3799,124.5985,3.6746,405.3747,Passive,8.6335,131.437,TypeC,8.9068,25.6382,1423198.8115
370.0442,475.5642,2.4242,555.3385,Passive,23.1735,124.3445,TypeB,3.7165,16.837,117966586.6606
196.5697,432.4889,2.4915,245.7307,Air,6.8496,78.5707,TypeC,6.8527,23.9004,4645650.0131
184.0985,351.0601,3.422,692.292,Passive,37.7543,81.4492,TypeA,3.9611,34.9901,28618912.7446
231.6212,258.033,4.7133,997.9745,Fan,27.3656,98.691,TypeC,4.5231,31.7046,24221943.2652
66.4381,235.2945,0.788,506.5655,Water,46.9011,40.0265,TypeB,3.359,32.8692,1562252.4901
108.1992,342.9381,4.2113,419.2557,Fan,14.0078,66.5369,TypeC,4.0874,31.4645,4459930.2269
308.3118,295.4443,1.8157,460.6338,Passive,10.7094,62.9055,TypeA,4.6963,17.0608,9522789.9623
78.9795,78.0229,2.4976,203.6316,Air,24.9736,67.5531,TypeA,7.4837,19.549,987141.8903
261.1032,280.6262,0.5986,894.9462,Passive,55.6685,128.6496,TypeB,5.6038,15.0624,82679281.9708
135.8722,412.8816,1.8547,473.3431,Water,42.9149,70.7641,TypeB,9.4921,21.0702,12603902.0127
186.2535,256.6579,2.7618,448.547,Fan,25.7165,61.0673,TypeB,1.3769,17.1721,39190930.2669
151.0428,73.3805,0.7528,693.7212,Water,31.5191,95.469,TypeA,5.5276,24.4559,4488036.3544
174.4855,403.8252,2.7099,497.8301,Water,5.9686,135.221,TypeC,6.258,28.5425,7169131.9763
301.6661,140.6137,4.672,683.4101,Water,59.09,66.5485,TypeC,9.2818,32.4901,9197296.1383
153.9926,166.3794,0.9743,155.3017,Fan,40.318,48.639,TypeB,1.4424,29.9843,13359830.2943
248.2416,124.1179,3.94,832.351,Passive,17.8388,79.2045,TypeC,6.1615,33.7717,4052823.282
216.6176,198.5968,2.3435,946.4536,Water,35.5627,122.2417,TypeC,8.6827,16.078,18706044.4788
282.2849,390.5382,3.4483,683.8888,Fan,7.4595,100.576,TypeB,3.1773,15.2436,22085977.4149
377.8904,283.7236,1.6711,959.1093,Air,57.9844,129.8473,TypeB,8.8866,28.2268,71091582.8022
306.4002,142.1966,1.2177,236.2891,Fan,11.3123,145.5551,TypeA,1.1714,20.787,52496157.0918
125.2291,445.0235,1.2221,529.6746,Air,39.2338,127.1929,TypeA,7.5921,20.07,30850981.1033
60.9141,445.8118,0.8172,641.6261,Fan,15.4818,106.4183,TypeA,9.398,21.6177,3793624.3877
141.7924,441.7603,1.3354,623.563,Passive,43.3361,94.2676,TypeA,6.9148,20.3959,28999327.9007
258.2773,157.4583,3.489,461.3156,Water,46.8325,44.4076,TypeC,4.9513,25.2287,7377404.4165
67.999,253.0577,4.4676,404.276,Passive,40.7318,148.2754,TypeC,1.4039,23.803,62143051.3951
223.7282,493.2453,4.1636,214.1416,Fan,37.2555,82.1829,TypeA,9.281,25.2486,25220476.8326
258.895,397.4056,3.5831,452.5682,Water,53.6557,56.7451,TypeA,5.2327,28.4543,29846465.1251
166.9854,62.2253,0.9969,246.3947,Air,5.639,113.338,TypeB,1.261,22.7426,4209578.9125
319.8193,79.3421,1.8013,760.9291,Fan,20.524,71.2717,TypeC,7.2084,20.0262,3702433.1204
87.3094,258.7691,1.8941,287.9478,Water,15.649,104.4356,TypeC,5.3365,18.324,5705124.8722
76.2982,459.1491,1.6248,152.7088,Air,59.2928,104.5445,TypeA,2.1191,21.9895,80921126.4401
304.8661,292.4158,2.8175,597.1295,Air,23.974,89.0303,TypeC,2.9284,29.8361,43201540.008
223.422,274.0156,2.91,635.7068,Passive,44.2241,131.973,TypeB,1.5804,30.1341,174464433.9039
290.9408,97.4632,2.106,884.7218,Fan,41.3988,69.1464,TypeB,6.1686,28.3381,7765956.284
202.1896,345.551,2.0921,619.2835,Air,13.5128,89.3496,TypeC,6.5983,19.6806,9968362.7954
136.2407,419.9464,4.2285,410.9328,Water,15.1009,99.1461,TypeA,5.5517,26.7617,11264775.7236
336.6858,221.189,4.0518,822.7107,Air,17.5958,112.9987,TypeC,8.3539,26.4138,13581577.9217
329.7956,399.0253,1.8851,586.251,Air,25.2565,126.2369,TypeB,8.7491,24.6853,38578189.8945
293.1438,484.0145,4.612,171.3523,Passive,14.8252,83.4288,TypeA,6.5406,25.9996,18469486.5834
145.2508,141.6949,4.7877,609.2655,Passive,2.1594,111.0652,TypeC,1.1148,24.8358,3437670.5473
256.5807,285.4983,1.9703,917.2167,Water,52.8842,56.5672,TypeA,7.2571,26.3091,16152211.6795
176.3409,179.2121,2.0949,456.6814,Passive,57.971,142.5913,TypeA,4.762,29.3101,43581244.0993
82.0537,406.7845,2.7754,366.6932,Air,21.1527,82.1365,TypeB,6.09,17.1926,7529210.6556
371.0598,309.917,4.735,229.1225,Air,20.9719,120.2474,TypeA,6.8417,29.9925,31815140.549
97.8865,335.5621,4.4434,236.301,Passive,1.4184,42.2375,TypeC,4.1521,17.7177,275133.5459
382.5831,409.0614,0.9616,489.4943,Air,41.1348,62.5706,TypeA,9.2539,16.3326,32166063.1958
206.102,228.1867,2.2673,636.1118,Air,49.701,93.5791,TypeA,2.2058,34.5216,62581589.1462
114.7965,461.7905,2.9902,172.5539,Water,9.6499,136.6078,TypeC,7.0436,34.1398,7442006.2287
239.6653,289.863,2.7641,945.6117,Passive,10.4203,97.9981,TypeB,1.0392,16.2087,56973913.0598
355.531,121.0797,1.3724,779.6203,Air,47.6149,142.2858,TypeB,9.3219,23.8651,26038434.5964
306.2787,363.1546,4.3647,627.9615,Passive,37.3612,93.2177,TypeC,2.0125,18.7249,153818145.5485
332.2964,406.9676,3.5462,845.5948,Water,3.6468,93.9494,TypeC,1.854,24.7069,18418761.6256
280.5742,192.5428,4.2706,172.1681,Passive,37.7303,53.1721,TypeB,3.9971,31.6035,10998721.8067
292.2968,435.7307,4.3644,529.155,Air,19.2261,128.2922,TypeA,4.3621,34.0122,52924574.3572
347.2185,457.7645,3.8676,667.0838,Passive,22.7548,67.1662,TypeC,2.9287,27.6851,48756480.2356
137.3838,174.607,2.4764,845.7876,Air,46.4142,138.9574,TypeA,6.2661,22.0781,20767696.3405
221.2987,492.5847,3.2475,805.1226,Air,48.8452,140.1907,TypeC,4.9862,27.0665,120800157.2767
127.4233,113.3202,1.2216,349.3623,Air,24.621,143.7641,TypeB,1.3076,21.24,33312595.9973
395.6838,140.9071,3.5314,946.7922,Water,56.882,97.2254,TypeA,3.8769,33.1965,52377823.3276
380.4208,132.9012,1.3066,211.9113,Passive,24.9813,114.4803,TypeA,8.2939,32.408,12498157.7289
63.7994,452.2954,3.6228,887.6203,Water,46.5383,125.6367,TypeC,7.2073,26.1646,18534375.911
296.9513,344.4316,1.5332,973.8462,Passive,29.5488,54.4116,TypeA,7.5238,21.496,13221861.4536
373.8369,118.4469,1.029,259.4382,Water,53.9544,106.1053,TypeC,7.2831,20.8678,27960643.5646
